4,0.923077,0.493590,1.040418,0.024756,0.004371,0.243517,0.248204,-0.418279,-0.251567,-1.041935,-1.141989
6,0.814815,0.607744,0.986747,-0.036137,-0.029907,0.273723,0.275027,0.048744,0.061512,-1.406088,-1.299524
2,0.923077,0.631410,1.021968,0.003701,-0.007126,0.245290,0.291636,-0.123641,-0.070463,-1.086699,-1.458473
5,0.884615,0.637124,1.027537,-0.009985,-0.023117,0.256690,0.280125,-0.019779,0.037788,-1.302067,-1.308315
8,0.884615,0.551839,0.993780,-0.024769,-0.021795,0.280805,0.270780,-0.031904,0.056538,-1.535029,-1.230863
9,0.814815,0.614478,0.979656,-0.014695,-0.004617,0.272267,0.271386,-0.034529,-0.093484,-1.402617,-1.236123
8,0.851852,0.557166,1.028280,-0.018221,-0.031471,0.281516,0.275957,0.006377,0.054327,-1.522265,-1.267877
1,0.629630,0.551198,1.295150,0.083585,-0.049407,0.223146,0.254438,-0.654635,0.302911,-0.361711,-1.059541
3,0.846154,0.611888,1.125027,0.027403,-0.031209,0.252269,0.288611,-0.278462,0.093747,-1.115210,-1.426744
7,0.814815,0.469697,1.203498,-0.021668,-0.102549,0.209040,0.285031,-0.032171,0.425767,-0.580448,-1.226720
7,0.785714,0.483766,1.203659,-0.026846,-0.106903,0.210079,0.278282,0.061352,0.438697,-0.625856,-1.162242
5,0.851852,0.644122,0.961895,-0.025109,-0.006296,0.256239,0.278375,0.028824,-0.086968,-1.284587,-1.268445
6,0.846154,0.597902,0.983026,-0.034024,-0.025978,0.275714,0.276418,0.104535,0.074352,-1.408351,-1.271068
9,0.846154,0.603147,1.004924,-0.009750,-0.012152,0.273959,0.273435,-0.089402,-0.054532,-1.398241,-1.269691
1,0.607143,0.539916,1.290029,0.088006,-0.044191,0.223056,0.256187,-0.692990,0.277758,-0.306920,-1.076034
4,0.888889,0.472222,1.081361,0.036492,-0.003873,0.244815,0.257485,-0.476339,-0.146108,-0.990548,-1.254255
4,0.857143,0.474702,0.996021,0.013845,0.015898,0.243436,0.249926,-0.379197,-0.343384,-1.061300,-1.078407
5,0.777778,0.620811,1.017290,-0.014475,-0.022727,0.265892,0.287415,-0.008410,0.036023,-1.345160,-1.347053
2,0.851852,0.607085,0.992832,-0.003633,-0.000049,0.247779,0.285883,-0.092210,-0.007198,-1.116062,-1.446622
6,0.851852,0.576490,1.058920,-0.028054,-0.054314,0.271243,0.266037,0.067833,0.145332,-1.400653,-1.207141
9,0.814815,0.592593,0.988824,-0.007877,-0.002315,0.274131,0.275311,-0.127337,-0.130734,-1.413218,-1.249449
5,0.814815,0.659933,1.015149,-0.013335,-0.020597,0.254333,0.274621,-0.015255,-0.007818,-1.258581,-1.252473
8,0.740741,0.522222,0.983556,-0.025532,-0.017599,0.294379,0.284022,0.027165,0.019593,-1.604515,-1.300793
1,0.592593,0.546296,1.260146,0.078655,-0.040804,0.223875,0.251413,-0.655907,0.261157,-0.390654,-1.051501
7,0.851852,0.455717,1.267147,-0.030189,-0.129237,0.212752,0.273725,0.062819,0.601284,-0.591020,-0.963439
1,0.629630,0.544662,1.319375,0.085412,-0.056296,0.222653,0.253543,-0.643532,0.319025,-0.417957,-1.016984
8,0.846154,0.527972,0.958315,-0.033414,-0.013118,0.276809,0.280520,-0.034048,-0.029574,-1.529055,-1.286302
7,0.814815,0.449495,1.218308,-0.037283,-0.120197,0.213517,0.278484,0.129545,0.527386,-0.645344,-1.078145
5,0.846154,0.627622,1.013642,-0.023803,-0.030212,0.263356,0.278469,0.006378,0.035495,-1.331793,-1.285096
2,0.851852,0.610306,1.006881,-0.007629,-0.010994,0.250474,0.297356,-0.059134,-0.013415,-1.154623,-1.491890
6,0.884615,0.555184,1.017589,-0.028811,-0.036956,0.276835,0.271524,0.067836,0.140253,-1.442305,-1.205856
5,0.807692,0.641026,1.027896,-0.015646,-0.028791,0.262604,0.280253,-0.006266,0.046783,-1.310123,-1.312611
7,0.777778,0.456790,1.199846,-0.022155,-0.101745,0.205453,0.287093,0.010460,0.417398,-0.563968,-1.238760
8,0.740741,0.522222,0.993251,-0.019681,-0.016417,0.294603,0.288915,-0.040857,-0.000965,-1.600980,-1.353747
1,0.653846,0.538462,1.293188,0.081809,-0.050097,0.221985,0.250710,-0.680676,0.282973,-0.308311,-1.015904
2,0.846154,0.608392,1.001716,-0.007445,-0.008289,0.248793,0.291403,-0.060601,-0.013318,-1.144518,-1.460982
3,0.777778,0.574956,1.106004,0.024102,-0.026130,0.253467,0.290144,-0.296084,0.020879,-1.127315,-1.455042
6,0.807692,0.538462,1.029011,-0.032880,-0.046049,0.279793,0.279495,0.087308,0.205954,-1.453148,-1.271731
9,0.807692,0.556777,1.003170,-0.002350,-0.003922,0.278435,0.278526,-0.077991,-0.135896,-1.450098,-1.296287
7,0.884615,0.416388,1.251553,-0.023660,-0.119401,0.209181,0.283574,0.005218,0.489727,-0.565974,-1.165688
5,0.920000,0.589565,1.051632,0.000192,-0.024366,0.256227,0.282901,-0.022793,0.022239,-1.312852,-1.316714
5,0.840000,0.590476,1.027804,-0.005991,-0.019355,0.252450,0.280313,0.016155,-0.036481,-1.298961,-1.326222
8,0.800000,0.538000,0.986982,-0.018030,-0.011673,0.294635,0.278228,-0.079825,-0.056768,-1.598133,-1.284373
4,0.884615,0.451505,0.997591,0.010306,0.011538,0.245841,0.255283,-0.398183,-0.258406,-1.085776,-1.214553
6,0.807692,0.589744,1.021396,-0.032978,-0.042762,0.272374,0.273872,0.076441,0.182460,-1.418617,-1.232167
2,0.846154,0.594406,1.043175,-0.001070,-0.021719,0.250062,0.285747,-0.080976,-0.014503,-1.140989,-1.466389
6,0.846154,0.569930,1.018955,-0.030675,-0.039405,0.271320,0.275554,0.057749,0.106963,-1.431693,-1.271533
5,0.807692,0.644689,1.016351,-0.013258,-0.021088,0.261324,0.278602,0.015244,0.002501,-1.333856,-1.308763
1,0.592593,0.511574,1.343644,0.097851,-0.055053,0.215532,0.251903,-0.778325,0.311155,-0.097917,-0.989285
9,0.769231,0.573077,0.980145,-0.012584,-0.002710,0.282964,0.287729,-0.093639,-0.117492,-1.482472,-1.361539
3,0.807692,0.617216,1.038543,0.003745,-0.014951,0.249665,0.286640,-0.210275,0.000547,-1.135793,-1.439420
8,0.807692,0.549451,1.009931,-0.008889,-0.013718,0.280011,0.278692,-0.050871,0.003702,-1.538798,-1.295711
3,0.807692,0.611722,1.058730,0.009980,-0.018310,0.246137,0.284820,-0.239372,-0.023856,-1.111524,-1.393445
4,0.920000,0.499130,1.013285,0.016740,0.009965,0.244727,0.256430,-0.370800,-0.296959,-1.097078,-1.176950
9,0.769231,0.569231,0.974498,-0.008446,0.004418,0.277512,0.279261,-0.111243,-0.166839,-1.436383,-1.273035
1,0.615385,0.509615,1.330266,0.093455,-0.053882,0.220950,0.249216,-0.762443,0.327422,-0.228987,-0.986351
5,0.807692,0.644689,1.008618,-0.020157,-0.024257,0.259267,0.277684,0.001742,0.008606,-1.290498,-1.304339
2,0.840000,0.611429,1.007947,-0.018321,-0.022118,0.252240,0.291737,-0.017611,0.047819,-1.191340,-1.431593
2,0.814815,0.629630,0.976844,-0.013126,-0.001584,0.252003,0.289420,-0.043117,-0.058548,-1.175212,-1.445530
4,0.814815,0.488215,1.060858,0.030564,0.000128,0.250166,0.253796,-0.447401,-0.227952,-1.051408,-1.211650
8,0.777778,0.552028,1.006799,-0.024418,-0.027630,0.283287,0.278063,0.067324,0.057173,-1.523224,-1.287252
3,0.800000,0.588000,1.095958,0.027551,-0.018639,0.249756,0.288668,-0.297792,0.024131,-1.108130,-1.448535
6,0.840000,0.580952,1.005817,-0.035675,-0.038361,0.268446,0.268208,0.070820,0.146398,-1.403615,-1.184199
5,0.807692,0.624542,0.988947,-0.030512,-0.025265,0.258267,0.275831,0.023713,-0.016470,-1.285503,-1.272422
7,0.807692,0.467033,1.242388,-0.013539,-0.108446,0.212101,0.280167,-0.053220,0.457104,-0.659365,-1.161081
6,0.769231,0.563462,0.994661,-0.040273,-0.037805,0.275450,0.276242,0.099368,0.151404,-1.438592,-1.263767
8,0.800000,0.550000,1.009967,-0.017273,-0.022036,0.288246,0.281054,0.004459,0.014166,-1.569932,-1.281888
6,0.807692,0.582418,0.994927,-0.038035,-0.035680,0.275006,0.273788,0.091810,0.096696,-1.426876,-1.253729
2,0.880000,0.610909,1.000275,-0.008793,-0.008929,0.245302,0.289974,-0.033864,-0.017615,-1.128749,-1.453756
1,0.600000,0.552000,1.294584,0.068116,-0.061159,0.224769,0.251563,-0.610040,0.326663,-0.503728,-1.005045
4,0.851852,0.478261,1.049746,0.028473,0.003429,0.248313,0.253600,-0.421726,-0.237745,-1.073761,-1.165795
7,0.840000,0.468571,1.147142,-0.043941,-0.102439,0.207679,0.281339,0.136320,0.415622,-0.616676,-1.205201
1,0.576923,0.541026,1.280430,0.078831,-0.047940,0.217038,0.252839,-0.656265,0.286519,-0.318304,-1.042978
9,0.846154,0.568182,1.015873,-0.007692,-0.015385,0.269028,0.265852,-0.094069,-0.123847,-1.379057,-1.205282
6,0.800000,0.580000,1.020027,-0.038103,-0.047172,0.281103,0.279130,0.064855,0.207066,-1.476875,-1.253039
8,0.769231,0.542308,0.966852,-0.026596,-0.010366,0.291184,0.280516,-0.029814,-0.013042,-1.585449,-1.275743
2,0.920000,0.591304,0.998019,-0.007801,-0.006824,0.236779,0.290881,-0.095620,-0.016458,-1.084945,-1.466086
1,0.629630,0.544662,1.310608,0.088706,-0.050815,0.219718,0.253402,-0.682729,0.292676,-0.254446,-1.054676
9,0.840000,0.605714,0.979306,-0.007637,0.002767,0.276131,0.274014,-0.080515,-0.140538,-1.435504,-1.252897
6,0.800000,0.574000,1.009352,-0.037456,-0.041742,0.278732,0.276170,0.107889,0.162886,-1.453025,-1.243015
4,0.920000,0.480000,1.038320,0.021267,0.002029,0.250066,0.250838,-0.409340,-0.256795,-1.111366,-1.164797
9,0.807692,0.565934,0.997512,-0.010556,-0.009335,0.275776,0.278601,-0.058595,-0.036835,-1.434857,-1.312294
1,0.592593,0.541667,1.224713,0.057692,-0.044634,0.211913,0.258892,-0.579932,0.258936,-0.381550,-1.083969
4,0.888889,0.476852,1.001486,0.014968,0.014204,0.242946,0.248468,-0.387493,-0.321021,-1.053409,-1.111648
6,0.777778,0.582011,1.040651,-0.025108,-0.043659,0.274252,0.278375,0.044393,0.184532,-1.408405,-1.267515
6,0.807692,0.575092,0.995909,-0.038520,-0.036624,0.278720,0.277710,0.107876,0.086897,-1.447123,-1.295306
3,0.807692,0.624542,1.062549,0.012219,-0.017934,0.253280,0.286584,-0.222846,-0.007084,-1.164571,-1.424926
8,0.807692,0.521978,1.012312,-0.021303,-0.027126,0.292211,0.278187,0.054136,0.083356,-1.591577,-1.254607
7,0.846154,0.480769,1.211290,-0.024463,-0.107413,0.211681,0.280112,0.015315,0.461249,-0.609613,-1.172836
5,0.777778,0.661376,1.007994,-0.016063,-0.019901,0.260810,0.276958,0.005614,0.011182,-1.302553,-1.268486
1,0.629630,0.549020,1.287730,0.082166,-0.047913,0.225276,0.258481,-0.646201,0.286431,-0.421026,-1.090961
5,0.740741,0.627778,1.055852,-0.015044,-0.040697,0.256301,0.274552,-0.017071,0.075300,-1.283809,-1.299812
4,0.851852,0.468599,1.041332,0.031600,0.010500,0.251986,0.249377,-0.411708,-0.256090,-1.139409,-1.134608
7,0.777778,0.485009,1.216860,-0.022597,-0.107677,0.213285,0.275242,0.024465,0.438616,-0.711880,-1.130651
8,0.814815,0.567340,1.013675,-0.014162,-0.020717,0.280006,0.277298,-0.036300,0.035733,-1.526590,-1.282666
9,0.777778,0.560847,0.968603,-0.012878,0.002912,0.274324,0.272654,-0.043033,-0.141780,-1.438643,-1.240607
4,0.814815,0.461279,1.077711,0.034340,-0.004190,0.245885,0.253041,-0.489315,-0.173012,-1.021172,-1.194658
8,0.777778,0.552028,1.018359,-0.023657,-0.032245,0.292042,0.283612,0.013813,0.069684,-1.577876,-1.323849
2,0.884615,0.588629,1.067577,0.020257,-0.012675,0.240610,0.292798,-0.082395,0.012592,-1.142853,-1.446758
5,0.814815,0.644781,1.042459,-0.011987,-0.031863,0.261720,0.280907,-0.010861,0.084885,-1.310694,-1.309000
7,0.814815,0.473064,1.213497,-0.015529,-0.100764,0.210294,0.282520,0.014008,0.394297,-0.640697,-1.229104
1,0.576923,0.530769,1.287701,0.081643,-0.048309,0.218720,0.250659,-0.706496,0.267162,-0.262424,-1.003994
3,0.807692,0.604396,1.081382,0.019769,-0.019347,0.253254,0.286744,-0.249135,-0.014119,-1.172161,-1.407500
5,0.777778,0.620811,1.024623,-0.001488,-0.013468,0.259425,0.273093,-0.039826,0.052339,-1.316616,-1.294338
9,0.814815,0.585859,0.989490,-0.008098,-0.002874,0.271469,0.276066,-0.047997,-0.078639,-1.427441,-1.279779
3,0.846154,0.608392,1.047435,0.010057,-0.013042,0.248486,0.283281,-0.229055,-0.042644,-1.152848,-1.398648
2,0.846154,0.608392,1.028971,0.002090,-0.012047,0.245924,0.291871,-0.077285,0.010980,-1.114556,-1.458449
3,0.777778,0.589065,1.063712,0.027374,-0.004214,0.246942,0.279581,-0.269530,-0.022531,-1.090060,-1.410865
4,0.851852,0.481481,1.070836,0.036280,0.000805,0.243312,0.249585,-0.461436,-0.234377,-1.003890,-1.147556
1,0.653846,0.533937,1.302467,0.092223,-0.045306,0.219055,0.254044,-0.705427,0.277868,-0.223275,-1.052018
8,0.807692,0.560440,0.984078,-0.021320,-0.013575,0.287597,0.278745,-0.011377,-0.042328,-1.559487,-1.254636
8,0.777778,0.557319,0.962276,-0.031043,-0.012658,0.286101,0.279679,0.006226,-0.014440,-1.543023,-1.257209
6,0.846154,0.585664,0.976196,-0.043284,-0.032147,0.272855,0.274170,0.109479,0.100016,-1.417206,-1.234883
1,0.592593,0.527778,1.313451,0.089090,-0.051494,0.219339,0.255967,-0.723484,0.320490,-0.229662,-1.045686
5,0.846154,0.648601,1.018976,-0.011639,-0.020734,0.257853,0.276341,-0.007504,-0.003036,-1.298807,-1.273320
7,0.846154,0.447552,1.187275,-0.036399,-0.109525,0.206459,0.281884,0.101172,0.437653,-0.561109,-1.202720
4,0.851852,0.486312,1.087532,0.043766,0.000000,0.245407,0.244556,-0.511559,-0.210216,-0.952359,-1.099144
7,0.814815,0.474747,1.272061,-0.010155,-0.114920,0.209810,0.278088,-0.080526,0.511193,-0.546994,-1.103417
4,0.884615,0.486622,1.046480,0.028911,0.005419,0.248561,0.250619,-0.432697,-0.245085,-1.074708,-1.144793
3,0.814815,0.601010,1.072477,0.016934,-0.018000,0.241191,0.278082,-0.254296,-0.047918,-1.082938,-1.371904
2,0.814815,0.627946,0.991115,-0.014136,-0.009781,0.247465,0.288395,-0.012008,0.012492,-1.143169,-1.428943
9,0.846154,0.569930,0.989350,-0.014780,-0.009556,0.273699,0.274636,-0.075552,-0.051396,-1.426668,-1.269392
5,0.821429,0.582298,1.019251,-0.011536,-0.020762,0.244542,0.269392,-0.052397,0.008389,-1.245718,-1.325067
2,0.814815,0.631313,1.028550,-0.007515,-0.021185,0.255078,0.284003,-0.077123,-0.011715,-1.172924,-1.451891
4,0.888889,0.478395,1.056575,0.031317,0.002867,0.247832,0.252041,-0.445339,-0.240036,-1.043295,-1.195020
5,0.777778,0.671958,0.997347,-0.024934,-0.023671,0.266039,0.279892,0.007397,0.000028,-1.331337,-1.295916
3,0.777778,0.629630,1.078933,0.017807,-0.020075,0.251335,0.284083,-0.243273,0.038580,-1.161065,-1.392800
1,0.592593,0.548611,1.271468,0.073840,-0.048679,0.229467,0.252096,-0.654651,0.298859,-0.477272,-1.004090
9,0.814815,0.587542,0.956501,-0.018755,0.003131,0.273603,0.276339,-0.089995,-0.158570,-1.415291,-1.248201
1,0.592593,0.539352,1.313445,0.080204,-0.058258,0.225246,0.254794,-0.674203,0.332170,-0.413244,-1.025796
3,0.814815,0.607744,1.042951,0.012969,-0.008156,0.247295,0.286640,-0.261215,-0.047845,-1.111845,-1.427156
2,0.884615,0.615385,1.003279,-0.007798,-0.009406,0.247601,0.294657,-0.085679,-0.030807,-1.145628,-1.479139
